Customer_ID,Signup_Date,Plan,Monthly_Fee,Region,Acquisition_Channel,Status,Tenure_Months,Churn_Date,Churn_Reason,Signup_Cohort
CUST00635,2024-05-27,Standard,599,South,Referral,Active,7,,,2024-05
CUST00636,2024-03-22,Standard,599,East,Organic,Churned,4,2024-07-20,Missing features,2024-03
CUST00637,2023-09-09,Basic,299,North,Organic,Active,15,,,2023-09
CUST00638,2023-12-21,Basic,299,South,Paid Ads,Churned,3,2024-03-20,Price too high,2023-12
CUST00639,2023-12-07,Basic,299,North,Organic,Churned,10,2024-10-02,Price too high,2023-12
CUST00640,2023-05-25,Premium,999,East,Organic,Active,19,,,2023-05
CUST00641,2023-09-22,Standard,599,North,Paid Ads,Active,15,,,2023-09
CUST00642,2024-02-06,Basic,299,West,Paid Ads,Active,10,,,2024-02
CUST00643,2024-05-26,Premium,999,South,Social Media,Active,7,,,2024-05
CUST00644,2023-04-04,Basic,299,West,Social Media,Active,21,,,2023-04
CUST00645,2023-01-04,Premium,999,North,Referral,Active,24,,,2023-01
CUST00646,2024-02-24,Standard,599,South,Organic,Active,10,,,2024-02
CUST00647,2024-01-17,Basic,299,North,Paid Ads,Churned,1,2024-02-16,Price too high,2024-01
CUST00648,2024-09-22,Standard,599,West,Referral,Active,3,,,2024-09
CUST00649,2024-07-05,Basic,299,North,Social Media,Active,5,,,2024-07
CUST00650,2023-10-02,Basic,299,South,Paid Ads,Churned,5,2024-02-29,Price too high,2023-10
CUST00651,2024-05-23,Basic,299,South,Organic,Active,7,,,2024-05
CUST00652,2023-06-27,Standard,599,West,Organic,Active,18,,,2023-06
CUST00653,2023-03-29,Basic,299,South,Social Media,Churned,2,2023-05-28,Price too high,2023-03
CUST00654,2023-08-31,Premium,999,South,Paid Ads,Active,16,,,2023-08
CUST00655,2024-04-17,Basic,299,West,Organic,Active,8,,,2024-04
CUST00656,2023-06-08,Basic,299,North,Referral,Churned,6,2023-12-05,Price too high,2023-06
CUST00657,2023-04-29,Basic,299,North,Social Media,Churned,1,2023-05-29,Found alternative,2023-04
CUST00658,2024-11-10,Standard,599,East,Organic,Active,1,,,2024-11
CUST00659,2024-08-17,Premium,999,West,Paid Ads,Active,4,,,2024-08
CUST00660,2023-08-01,Premium,999,West,Paid Ads,Churned,8,2024-03-28,Found alternative,2023-08
CUST00661,2024-01-12,Standard,599,North,Referral,Churned,6,2024-07-10,Not using enough,2024-01
CUST00662,2024-09-12,Premium,999,South,Paid Ads,Active,3,,,2024-09
CUST00663,2023-12-17,Premium,999,West,Paid Ads,Active,12,,,2023-12
CUST00664,2023-12-27,Basic,299,North,Referral,Churned,4,2024-04-25,Missing features,2023-12
CUST00665,2023-09-14,Basic,299,West,Organic,Churned,10,2024-07-10,Price too high,2023-09
CUST00666,2023-01-02,Premium,999,West,Paid Ads,Churned,3,2023-04-02,Price too high,2023-01
CUST00667,2024-01-27,Premium,999,East,Organic,Churned,4,2024-05-26,Not using enough,2024-01
CUST00668,2024-03-13,Basic,299,East,Social Media,Active,9,,,2024-03
CUST00669,2023-11-06,Basic,299,South,Referral,Churned,8,2024-07-03,Missing features,2023-11
CUST00670,2024-04-21,Basic,299,South,Referral,Active,8,,,2024-04
CUST00671,2024-08-01,Standard,599,South,Organic,Active,5,,,2024-08
CUST00672,2023-06-15,Premium,999,North,Social Media,Active,18,,,2023-06
CUST00673,2023-04-17,Basic,299,South,Social Media,Churned,12,2024-04-11,Not using enough,2023-04
CUST00674,2023-07-20,Premium,999,East,Organic,Active,17,,,2023-07
CUST00675,2023-09-23,Basic,299,West,Social Media,Churned,1,2023-10-23,Price too high,2023-09
CUST00676,2024-11-19,Standard,599,West,Paid Ads,Active,1,,,2024-11
CUST00677,2024-07-13,Basic,299,South,Social Media,Churned,5,2024-12-10,Missing features,2024-07
CUST00678,2023-10-03,Basic,299,East,Organic,Active,15,,,2023-10
CUST00679,2024-08-19,Standard,599,South,Organic,Active,4,,,2024-08
CUST00680,2023-01-27,Standard,599,South,Organic,Churned,9,2023-10-24,Found alternative,2023-01
CUST00681,2024-03-24,Basic,299,South,Organic,Active,9,,,2024-03
CUST00682,2023-11-21,Standard,599,North,Referral,Active,13,,,2023-11
CUST00683,2024-07-20,Basic,299,North,Social Media,Active,5,,,2024-07
CUST00684,2024-09-17,Standard,599,South,Paid Ads,Churned,2,2024-11-16,Found alternative,2024-09
CUST00685,2023-05-12,Basic,299,West,Referral,Churned,2,2023-07-11,Missing features,2023-05
CUST00686,2023-09-04,Standard,599,North,Referral,Active,16,,,2023-09
CUST00687,2023-10-30,Premium,999,East,Organic,Active,14,,,2023-10
CUST00688,2024-06-28,Basic,299,West,Referral,Active,6,,,2024-06
CUST00689,2023-11-05,Premium,999,North,Paid Ads,Churned,3,2024-02-03,Missing features,2023-11
CUST00690,2023-05-21,Basic,299,North,Paid Ads,Churned,4,2023-09-18,Poor support experience,2023-05
CUST00691,2024-08-13,Standard,599,East,Organic,Churned,2,2024-10-12,Not using enough,2024-08
CUST00692,2023-07-22,Basic,299,North,Paid Ads,Churned,4,2023-11-19,Poor support experience,2023-07
CUST00693,2023-03-25,Standard,599,West,Social Media,Churned,20,2024-11-14,Found alternative,2023-03
CUST00694,2023-07-24,Basic,299,North,Paid Ads,Churned,2,2023-09-22,Price too high,2023-07
CUST00695,2024-04-24,Basic,299,West,Organic,Churned,6,2024-10-21,Poor support experience,2024-04
CUST00696,2023-04-16,Basic,299,East,Organic,Churned,7,2023-11-12,Poor support experience,2023-04
CUST00697,2024-05-19,Basic,299,South,Organic,Churned,3,2024-08-17,Missing features,2024-05
CUST00698,2023-04-28,Standard,599,East,Referral,Churned,8,2023-12-24,Not using enough,2023-04
CUST00699,2023-09-18,Standard,599,East,Paid Ads,Churned,3,2023-12-17,Not using enough,2023-09
CUST00700,2023-07-13,Standard,599,South,Paid Ads,Churned,7,2024-02-08,Price too high,2023-07
CUST00701,2023-09-10,Standard,599,North,Organic,Churned,5,2024-02-07,Found alternative,2023-09
CUST00702,2023-01-13,Premium,999,West,Paid Ads,Churned,5,2023-06-12,Price too high,2023-01
CUST00703,2023-09-19,Standard,599,North,Organic,Churned,4,2024-01-17,Poor support experience,2023-09
CUST00704,2023-01-06,Standard,599,West,Social Media,Churned,9,2023-10-03,Not using enough,2023-01
CUST00705,2023-06-12,Standard,599,North,Organic,Active,18,,,2023-06
CUST00706,2024-10-24,Basic,299,East,Paid Ads,Active,2,,,2024-10
CUST00707,2024-11-30,Standard,599,North,Referral,Active,1,,,2024-11
CUST00708,2023-08-07,Basic,299,South,Paid Ads,Churned,5,2024-01-04,Not using enough,2023-08
CUST00709,2023-04-12,Standard,599,East,Paid Ads,Active,20,,,2023-04
CUST00710,2023-01-08,Basic,299,North,Paid Ads,Churned,9,2023-10-05,Not using enough,2023-01
CUST00711,2023-11-29,Standard,599,North,Paid Ads,Churned,11,2024-10-24,Price too high,2023-11
CUST00712,2024-08-04,Standard,599,West,Social Media,Active,4,,,2024-08
CUST00713,2023-01-29,Premium,999,South,Organic,Churned,19,2024-08-21,Not using enough,2023-01
CUST00714,2024-03-14,Basic,299,South,Organic,Active,9,,,2024-03
CUST00715,2024-04-06,Basic,299,East,Organic,Active,8,,,2024-04
CUST00716,2024-03-18,Premium,999,North,Referral,Active,9,,,2024-03
CUST00717,2023-11-01,Standard,599,North,Social Media,Active,14,,,2023-11
CUST00718,2023-12-05,Premium,999,East,Organic,Active,13,,,2023-12
CUST00719,2023-07-30,Standard,599,West,Referral,Active,17,,,2023-07
CUST00720,2024-06-29,Basic,299,North,Social Media,Active,6,,,2024-06
CUST00721,2023-06-18,Premium,999,South,Social Media,Active,18,,,2023-06
CUST00722,2024-01-26,Premium,999,East,Paid Ads,Active,11,,,2024-01
CUST00723,2024-10-20,Basic,299,North,Organic,Active,2,,,2024-10
CUST00724,2023-12-28,Premium,999,West,Referral,Active,12,,,2023-12
CUST00725,2023-10-12,Basic,299,South,Social Media,Churned,12,2024-10-06,Not using enough,2023-10
CUST00726,2023-05-11,Standard,599,West,Referral,Churned,8,2024-01-06,Found alternative,2023-05
CUST00727,2023-12-14,Standard,599,West,Organic,Active,12,,,2023-12
CUST00728,2023-06-14,Basic,299,North,Organic,Churned,4,2023-10-12,Not using enough,2023-06
CUST00729,2023-11-28,Basic,299,West,Referral,Churned,1,2023-12-28,Poor support experience,2023-11
CUST00730,2023-03-21,Premium,999,South,Paid Ads,Active,21,,,2023-03
CUST00731,2023-03-05,Premium,999,South,Social Media,Active,22,,,2023-03
CUST00732,2024-06-19,Premium,999,East,Paid Ads,Churned,5,2024-11-16,Poor support experience,2024-06
CUST00733,2024-01-08,Standard,599,West,Social Media,Churned,9,2024-10-04,Price too high,2024-01
CUST00734,2023-12-05,Standard,599,West,Referral,Active,13,,,2023-12
CUST00735,2024-11-17,Standard,599,West,Organic,Active,1,,,2024-11
CUST00736,2024-05-04,Premium,999,East,Paid Ads,Active,8,,,2024-05
CUST00737,2023-05-12,Standard,599,South,Organic,Active,19,,,2023-05
CUST00738,2024-07-09,Basic,299,East,Organic,Active,5,,,2024-07
CUST00739,2023-08-30,Basic,299,West,Referral,Active,16,,,2023-08
CUST00740,2023-03-30,Premium,999,North,Paid Ads,Active,21,,,2023-03
CUST00741,2023-08-28,Basic,299,South,Paid Ads,Churned,2,2023-10-27,Missing features,2023-08
CUST00742,2024-01-29,Basic,299,East,Paid Ads,Churned,8,2024-09-25,Technical issues,2024-01
CUST00743,2024-11-01,Basic,299,West,Paid Ads,Active,2,,,2024-11
CUST00744,2023-05-12,Standard,599,South,Social Media,Churned,18,2024-11-02,Missing features,2023-05
CUST00745,2023-07-26,Basic,299,South,Referral,Active,17,,,2023-07
CUST00746,2023-11-18,Standard,599,West,Organic,Churned,8,2024-07-15,Technical issues,2023-11
CUST00747,2023-05-13,Standard,599,North,Organic,Churned,15,2024-08-05,Not using enough,2023-05
CUST00748,2024-03-05,Basic,299,East,Paid Ads,Churned,2,2024-05-04,Not using enough,2024-03
CUST00749,2023-02-20,Premium,999,South,Organic,Churned,5,2023-07-20,Poor support experience,2023-02
CUST00750,2024-02-27,Premium,999,West,Paid Ads,Active,10,,,2024-02
CUST00751,2024-08-23,Basic,299,South,Organic,Active,4,,,2024-08
CUST00752,2023-08-13,Premium,999,North,Social Media,Active,16,,,2023-08
CUST00753,2023-12-07,Premium,999,South,Paid Ads,Churned,1,2024-01-06,Not using enough,2023-12
CUST00754,2023-05-07,Standard,599,East,Paid Ads,Churned,17,2024-09-28,Missing features,2023-05
CUST00755,2024-11-11,Basic,299,North,Organic,Active,1,,,2024-11
CUST00756,2024-07-17,Standard,599,North,Referral,Active,5,,,2024-07
CUST00757,2023-11-09,Premium,999,West,Organic,Active,13,,,2023-11
CUST00758,2024-05-22,Standard,599,West,Organic,Active,7,,,2024-05
CUST00759,2023-02-17,Premium,999,West,Paid Ads,Active,22,,,2023-02
CUST00760,2023-11-24,Standard,599,West,Referral,Active,13,,,2023-11
CUST00761,2023-08-09,Premium,999,West,Social Media,Active,17,,,2023-08
CUST00762,2023-05-09,Basic,299,South,Organic,Churned,18,2024-10-30,Price too high,2023-05
CUST00763,2024-07-11,Standard,599,North,Paid Ads,Churned,1,2024-08-10,Technical issues,2024-07
CUST00764,2023-01-26,Standard,599,North,Social Media,Churned,21,2024-10-17,Found alternative,2023-01
CUST00765,2023-02-17,Basic,299,North,Organic,Churned,1,2023-03-19,Technical issues,2023-02
CUST00766,2024-08-16,Basic,299,East,Paid Ads,Active,4,,,2024-08
CUST00767,2023-11-21,Basic,299,South,Referral,Churned,4,2024-03-20,Price too high,2023-11
CUST00768,2023-09-02,Standard,599,West,Paid Ads,Churned,10,2024-06-28,Missing features,2023-09
CUST00769,2023-07-06,Premium,999,North,Organic,Active,18,,,2023-07
CUST00770,2024-07-30,Basic,299,North,Paid Ads,Active,5,,,2024-07
CUST00771,2024-02-06,Basic,299,West,Paid Ads,Active,10,,,2024-02
CUST00772,2024-07-10,Basic,299,South,Organic,Active,5,,,2024-07
CUST00773,2024-07-07,Standard,599,South,Paid Ads,Active,5,,,2024-07
CUST00774,2024-08-13,Basic,299,East,Organic,Active,4,,,2024-08
CUST00775,2023-11-05,Premium,999,West,Referral,Active,14,,,2023-11
CUST00776,2024-11-16,Standard,599,North,Organic,Active,1,,,2024-11
CUST00777,2023-05-27,Standard,599,North,Organic,Churned,4,2023-09-24,Missing features,2023-05
CUST00778,2023-01-01,Standard,599,South,Organic,Churned,6,2023-06-30,Not using enough,2023-01
CUST00779,2023-06-22,Basic,299,North,Organic,Churned,8,2024-02-17,Technical issues,2023-06
CUST00780,2023-08-15,Basic,299,East,Organic,Churned,8,2024-04-11,Price too high,2023-08
CUST00781,2023-05-06,Premium,999,North,Social Media,Churned,10,2024-03-01,Poor support experience,2023-05
CUST00782,2024-03-17,Basic,299,East,Social Media,Churned,9,2024-12-12,Price too high,2024-03
CUST00783,2024-09-17,Standard,599,North,Paid Ads,Churned,2,2024-11-16,Price too high,2024-09
CUST00784,2024-06-21,Standard,599,South,Organic,Active,6,,,2024-06
CUST00785,2024-01-30,Basic,299,South,Paid Ads,Churned,8,2024-09-26,Price too high,2024-01
CUST00786,2023-05-27,Standard,599,East,Paid Ads,Active,19,,,2023-05
CUST00787,2023-11-22,Basic,299,South,Social Media,Churned,4,2024-03-21,Poor support experience,2023-11
CUST00788,2024-06-03,Standard,599,West,Referral,Active,7,,,2024-06
CUST00789,2024-10-31,Premium,999,West,Referral,Churned,1,2024-11-30,Price too high,2024-10
CUST00790,2023-12-22,Premium,999,East,Organic,Active,12,,,2023-12
CUST00791,2023-02-14,Basic,299,South,Organic,Churned,7,2023-09-12,Poor support experience,2023-02
CUST00792,2023-11-24,Basic,299,East,Organic,Churned,11,2024-10-19,Price too high,2023-11
CUST00793,2023-12-18,Basic,299,South,Social Media,Churned,9,2024-09-13,Poor support experience,2023-12
CUST00794,2023-06-13,Standard,599,North,Paid Ads,Churned,10,2024-04-08,Price too high,2023-06
CUST00795,2023-08-16,Basic,299,West,Organic,Churned,2,2023-10-15,Not using enough,2023-08
CUST00796,2024-05-22,Basic,299,West,Social Media,Churned,7,2024-12-18,Missing features,2024-05
CUST00797,2024-09-26,Premium,999,South,Organic,Active,3,,,2024-09
CUST00798,2023-03-30,Basic,299,South,Organic,Churned,5,2023-08-27,Not using enough,2023-03
CUST00799,2024-01-29,Basic,299,West,Paid Ads,Churned,5,2024-06-27,Price too high,2024-01
CUST00800,2023-08-07,Premium,999,East,Paid Ads,Active,17,,,2023-08
CUST00801,2024-03-15,Standard,599,North,Paid Ads,Active,9,,,2024-03
CUST00802,2024-04-25,Premium,999,West,Organic,Active,8,,,2024-04
CUST00803,2024-03-06,Standard,599,South,Paid Ads,Active,10,,,2024-03
CUST00804,2024-11-27,Basic,299,North,Paid Ads,Active,1,,,2024-11
CUST00805,2024-09-27,Basic,299,North,Referral,Active,3,,,2024-09
CUST00806,2023-06-11,Basic,299,South,Paid Ads,Churned,8,2024-02-06,Not using enough,2023-06
CUST00807,2023-03-07,Basic,299,North,Organic,Churned,12,2024-03-01,Missing features,2023-03
CUST00808,2023-05-28,Basic,299,North,Referral,Active,19,,,2023-05
CUST00809,2023-11-17,Standard,599,North,Referral,Active,13,,,2023-11
CUST00810,2024-04-25,Premium,999,East,Referral,Active,8,,,2024-04
CUST00811,2023-11-19,Premium,999,East,Paid Ads,Churned,5,2024-04-17,Found alternative,2023-11
CUST00812,2023-07-05,Standard,599,North,Paid Ads,Active,18,,,2023-07
CUST00813,2024-02-22,Standard,599,North,Organic,Active,10,,,2024-02
CUST00814,2023-06-13,Premium,999,North,Referral,Active,18,,,2023-06
CUST00815,2024-05-02,Standard,599,North,Paid Ads,Churned,8,2024-12-28,Not using enough,2024-05
CUST00816,2024-04-15,Premium,999,West,Referral,Churned,2,2024-06-14,Technical issues,2024-04
CUST00817,2023-12-12,Basic,299,North,Paid Ads,Active,12,,,2023-12
CUST00818,2023-04-14,Basic,299,West,Paid Ads,Churned,14,2024-06-07,Missing features,2023-04
CUST00819,2024-06-21,Standard,599,North,Organic,Active,6,,,2024-06
CUST00820,2024-03-28,Basic,299,South,Paid Ads,Active,9,,,2024-03
CUST00821,2024-10-05,Basic,299,South,Paid Ads,Active,2,,,2024-10
CUST00822,2024-01-29,Premium,999,West,Paid Ads,Active,11,,,2024-01
CUST00823,2024-07-06,Basic,299,West,Organic,Active,5,,,2024-07
CUST00824,2023-09-12,Standard,599,West,Organic,Churned,12,2024-09-06,Price too high,2023-09
CUST00825,2024-08-07,Basic,299,North,Referral,Active,4,,,2024-08
CUST00826,2023-04-17,Basic,299,South,Paid Ads,Active,20,,,2023-04
CUST00827,2024-07-24,Premium,999,East,Organic,Active,5,,,2024-07
CUST00828,2024-02-09,Standard,599,West,Organic,Churned,9,2024-11-05,Not using enough,2024-02
CUST00829,2024-07-25,Basic,299,North,Referral,Active,5,,,2024-07
CUST00830,2023-12-08,Basic,299,North,Organic,Churned,10,2024-10-03,Price too high,2023-12
CUST00831,2024-03-24,Basic,299,West,Organic,Active,9,,,2024-03
CUST00832,2023-02-16,Basic,299,West,Paid Ads,Churned,3,2023-05-17,Poor support experience,2023-02
CUST00833,2024-04-10,Basic,299,North,Referral,Active,8,,,2024-04
CUST00834,2024-06-04,Standard,599,West,Organic,Active,7,,,2024-06
CUST00835,2024-11-08,Standard,599,South,Social Media,Active,1,,,2024-11
CUST00836,2024-06-24,Basic,299,North,Social Media,Churned,2,2024-08-23,Not using enough,2024-06
CUST00837,2023-08-15,Standard,599,South,Organic,Churned,7,2024-03-12,Missing features,2023-08
CUST00838,2023-12-08,Standard,599,South,Social Media,Churned,12,2024-12-02,Poor support experience,2023-12
CUST00839,2024-02-08,Basic,299,East,Paid Ads,Active,10,,,2024-02
CUST00840,2024-06-06,Basic,299,South,Referral,Active,6,,,2024-06
CUST00841,2023-07-05,Standard,599,West,Referral,Active,18,,,2023-07
CUST00842,2024-09-18,Basic,299,East,Paid Ads,Active,3,,,2024-09
CUST00843,2023-01-18,Basic,299,East,Organic,Churned,3,2023-04-18,Not using enough,2023-01
CUST00844,2023-11-20,Basic,299,East,Organic,Churned,8,2024-07-17,Not using enough,2023-11
CUST00845,2024-02-12,Standard,599,West,Organic,Churned,8,2024-10-09,Price too high,2024-02
CUST00846,2023-02-28,Standard,599,East,Organic,Active,22,,,2023-02
CUST00847,2023-11-06,Premium,999,East,Social Media,Active,14,,,2023-11
CUST00848,2023-07-28,Standard,599,North,Referral,Churned,10,2024-05-23,Poor support experience,2023-07
CUST00849,2023-08-13,Standard,599,East,Organic,Churned,10,2024-06-08,Price too high,2023-08
CUST00850,2024-09-21,Basic,299,North,Social Media,Active,3,,,2024-09
CUST00851,2023-04-23,Standard,599,West,Referral,Churned,7,2023-11-19,Price too high,2023-04
CUST00852,2023-12-11,Standard,599,North,Organic,Active,12,,,2023-12
CUST00853,2024-10-23,Basic,299,West,Organic,Active,2,,,2024-10
CUST00854,2024-03-04,Basic,299,East,Social Media,Active,10,,,2024-03
CUST00855,2024-01-07,Basic,299,South,Referral,Churned,5,2024-06-05,Price too high,2024-01
CUST00856,2023-07-15,Basic,299,West,Organic,Churned,3,2023-10-13,Missing features,2023-07
CUST00857,2023-02-20,Basic,299,West,Referral,Churned,4,2023-06-20,Price too high,2023-02
CUST00858,2024-01-10,Standard,599,West,Paid Ads,Active,11,,,2024-01
CUST00859,2024-10-03,Standard,599,North,Paid Ads,Active,2,,,2024-10
CUST00860,2024-05-08,Premium,999,West,Paid Ads,Churned,2,2024-07-07,Technical issues,2024-05
CUST00861,2024-04-12,Standard,599,South,Social Media,Churned,1,2024-05-12,Missing features,2024-04
CUST00862,2023-10-20,Basic,299,East,Paid Ads,Active,14,,,2023-10
CUST00863,2023-07-17,Standard,599,East,Paid Ads,Active,17,,,2023-07
CUST00864,2024-04-10,Basic,299,West,Paid Ads,Churned,3,2024-07-09,Missing features,2024-04
CUST00865,2023-01-14,Basic,299,North,Referral,Churned,3,2023-04-14,Poor support experience,2023-01
CUST00866,2023-11-20,Standard,599,South,Organic,Active,13,,,2023-11
CUST00867,2024-10-03,Premium,999,South,Paid Ads,Churned,2,2024-12-02,Price too high,2024-10
CUST00868,2023-12-13,Basic,299,North,Social Media,Churned,7,2024-07-10,Poor support experience,2023-12
CUST00869,2024-08-25,Standard,599,North,Referral,Active,4,,,2024-08
CUST00870,2024-08-30,Premium,999,South,Referral,Active,4,,,2024-08
CUST00871,2024-01-27,Basic,299,East,Referral,Active,11,,,2024-01
CUST00872,2023-01-30,Standard,599,South,Paid Ads,Churned,5,2023-06-29,Missing features,2023-01
CUST00873,2023-05-11,Standard,599,West,Paid Ads,Churned,19,2024-12-01,Not using enough,2023-05
CUST00874,2024-11-28,Premium,999,South,Referral,Active,1,,,2024-11
CUST00875,2023-12-04,Standard,599,North,Referral,Active,13,,,2023-12
CUST00876,2024-07-01,Basic,299,South,Referral,Active,6,,,2024-07
CUST00877,2024-04-19,Standard,599,West,Organic,Churned,4,2024-08-17,Found alternative,2024-04
CUST00878,2024-10-31,Standard,599,South,Referral,Active,2,,,2024-10
CUST00879,2024-03-11,Premium,999,South,Organic,Active,9,,,2024-03
CUST00880,2023-01-20,Standard,599,North,Referral,Churned,12,2024-01-15,Technical issues,2023-01
CUST00881,2024-11-13,Basic,299,East,Referral,Active,1,,,2024-11
CUST00882,2024-07-13,Standard,599,West,Paid Ads,Active,5,,,2024-07
CUST00883,2023-05-07,Standard,599,West,Paid Ads,Churned,9,2024-02-01,Found alternative,2023-05
CUST00884,2024-05-17,Standard,599,South,Organic,Active,7,,,2024-05
CUST00885,2023-10-10,Premium,999,South,Organic,Active,14,,,2023-10
CUST00886,2024-03-13,Standard,599,West,Social Media,Active,9,,,2024-03
CUST00887,2024-02-08,Premium,999,North,Organic,Active,10,,,2024-02
CUST00888,2023-05-24,Basic,299,North,Paid Ads,Churned,15,2024-08-16,Found alternative,2023-05
CUST00889,2023-12-17,Standard,599,North,Paid Ads,Churned,11,2024-11-11,Poor support experience,2023-12
CUST00890,2023-12-14,Basic,299,South,Organic,Active,12,,,2023-12
CUST00891,2024-07-21,Premium,999,West,Organic,Active,5,,,2024-07
CUST00892,2023-01-10,Premium,999,South,Referral,Active,24,,,2023-01
CUST00893,2023-04-29,Standard,599,West,Organic,Churned,9,2024-01-24,Price too high,2023-04
CUST00894,2023-04-26,Basic,299,South,Social Media,Churned,2,2023-06-25,Not using enough,2023-04
CUST00895,2023-09-21,Standard,599,East,Organic,Active,15,,,2023-09
CUST00896,2023-08-07,Basic,299,South,Organic,Churned,2,2023-10-06,Found alternative,2023-08
CUST00897,2024-10-03,Standard,599,North,Organic,Active,2,,,2024-10
CUST00898,2023-08-03,Basic,299,North,Social Media,Churned,6,2024-01-30,Not using enough,2023-08
CUST00899,2023-07-31,Basic,299,South,Referral,Churned,9,2024-04-26,Price too high,2023-07
CUST00900,2023-04-12,Basic,299,West,Paid Ads,Active,20,,,2023-04
CUST00901,2024-04-15,Premium,999,North,Organic,Active,8,,,2024-04
CUST00902,2024-04-26,Standard,599,West,Organic,Active,8,,,2024-04
CUST00903,2024-01-28,Standard,599,North,Paid Ads,Churned,11,2024-12-23,Poor support experience,2024-01
CUST00904,2023-07-20,Standard,599,North,Referral,Active,17,,,2023-07
CUST00905,2024-06-04,Basic,299,North,Paid Ads,Churned,2,2024-08-03,Price too high,2024-06
CUST00906,2023-01-14,Basic,299,West,Paid Ads,Churned,15,2024-04-08,Found alternative,2023-01
CUST00907,2024-08-08,Standard,599,North,Organic,Active,4,,,2024-08
CUST00908,2024-11-22,Basic,299,West,Paid Ads,Active,1,,,2024-11
CUST00909,2024-02-25,Standard,599,West,Referral,Churned,2,2024-04-25,Price too high,2024-02
CUST00910,2024-09-07,Basic,299,West,Social Media,Active,3,,,2024-09
CUST00911,2024-10-07,Basic,299,West,Social Media,Active,2,,,2024-10
CUST00912,2024-11-03,Basic,299,West,Paid Ads,Active,1,,,2024-11
CUST00913,2023-03-31,Standard,599,West,Organic,Churned,17,2024-08-22,Poor support experience,2023-03
CUST00914,2024-05-25,Premium,999,South,Paid Ads,Active,7,,,2024-05
CUST00915,2023-04-26,Standard,599,West,Paid Ads,Churned,8,2023-12-22,Missing features,2023-04
CUST00916,2024-08-01,Basic,299,West,Organic,Active,5,,,2024-08
CUST00917,2024-03-17,Standard,599,South,Social Media,Churned,6,2024-09-13,Missing features,2024-03
CUST00918,2023-05-19,Basic,299,North,Organic,Churned,15,2024-08-11,Technical issues,2023-05
CUST00919,2023-06-15,Basic,299,North,Paid Ads,Churned,15,2024-09-07,Price too high,2023-06
CUST00920,2023-10-06,Basic,299,West,Referral,Churned,3,2024-01-04,Price too high,2023-10
CUST00921,2024-05-13,Basic,299,North,Organic,Active,7,,,2024-05
CUST00922,2024-11-03,Basic,299,East,Referral,Active,1,,,2024-11
CUST00923,2024-10-26,Premium,999,North,Social Media,Active,2,,,2024-10
CUST00924,2024-05-31,Basic,299,North,Organic,Churned,7,2024-12-27,Price too high,2024-05
CUST00925,2024-04-15,Basic,299,North,Referral,Churned,6,2024-10-12,Technical issues,2024-04
CUST00926,2023-07-11,Standard,599,North,Paid Ads,Active,17,,,2023-07
CUST00927,2023-01-23,Basic,299,South,Social Media,Churned,8,2023-09-20,Poor support experience,2023-01
CUST00928,2023-08-02,Basic,299,South,Organic,Churned,6,2024-01-29,Missing features,2023-08
CUST00929,2023-06-14,Basic,299,East,Organic,Churned,18,2024-12-05,Poor support experience,2023-06
CUST00930,2024-01-28,Basic,299,West,Organic,Active,11,,,2024-01
CUST00931,2023-01-16,Basic,299,West,Organic,Active,23,,,2023-01
CUST00932,2023-12-29,Basic,299,West,Organic,Churned,3,2024-03-28,Found alternative,2023-12
CUST00933,2023-04-16,Basic,299,West,Organic,Churned,3,2023-07-15,Price too high,2023-04
CUST00934,2024-03-19,Basic,299,West,Paid Ads,Active,9,,,2024-03
CUST00935,2024-10-03,Basic,299,South,Paid Ads,Active,2,,,2024-10
CUST00936,2023-08-20,Basic,299,North,Referral,Active,16,,,2023-08
CUST00937,2023-05-05,Premium,999,North,Social Media,Churned,8,2023-12-31,Missing features,2023-05
CUST00938,2023-06-26,Basic,299,East,Paid Ads,Churned,5,2023-11-23,Missing features,2023-06
CUST00939,2023-06-06,Basic,299,East,Paid Ads,Churned,10,2024-04-01,Price too high,2023-06
CUST00940,2023-08-18,Basic,299,West,Organic,Churned,2,2023-10-17,Technical issues,2023-08
CUST00941,2024-01-15,Standard,599,South,Referral,Active,11,,,2024-01
CUST00942,2023-12-25,Basic,299,West,Organic,Active,12,,,2023-12
CUST00943,2023-03-17,Premium,999,South,Paid Ads,Active,21,,,2023-03
CUST00944,2023-09-27,Standard,599,North,Organic,Churned,5,2024-02-24,Not using enough,2023-09
CUST00945,2023-01-18,Standard,599,South,Paid Ads,Churned,10,2023-11-14,Poor support experience,2023-01
CUST00946,2023-01-19,Standard,599,South,Social Media,Active,23,,,2023-01
CUST00947,2023-08-20,Standard,599,South,Paid Ads,Active,16,,,2023-08
CUST00948,2023-07-08,Premium,999,North,Social Media,Churned,16,2024-10-30,Found alternative,2023-07
CUST00949,2023-10-11,Basic,299,South,Paid Ads,Active,14,,,2023-10
CUST00950,2024-04-28,Standard,599,East,Paid Ads,Churned,6,2024-10-25,Found alternative,2024-04
CUST00951,2023-08-13,Standard,599,South,Paid Ads,Churned,12,2024-08-07,Found alternative,2023-08
CUST00952,2024-10-24,Standard,599,West,Social Media,Active,2,,,2024-10
CUST00953,2024-08-12,Standard,599,South,Referral,Active,4,,,2024-08
CUST00954,2024-07-24,Basic,299,North,Paid Ads,Active,5,,,2024-07
