Customer_ID,Signup_Date,Plan,Monthly_Fee,Region,Acquisition_Channel,Status,Tenure_Months,Churn_Date,Churn_Reason
CUST00367,2024-08-30,Premium,999,West,Organic,Active,4,,
CUST00368,2023-02-25,Basic,299,West,Organic,Active,22,,
CUST00369,2024-08-25,Standard,599,South,Paid Ads,Churned,1,2024-09-24,Not using enough
CUST00370,2023-03-16,Standard,599,West,Organic,Churned,11,2024-02-09,Price too high
CUST00371,2023-08-30,Premium,999,West,Paid Ads,Churned,1,2023-09-29,Not using enough
CUST00372,2023-03-22,Standard,599,West,Organic,Churned,11,2024-02-15,Technical issues
CUST00373,2024-01-22,Basic,299,West,Referral,Active,11,,
CUST00374,2024-09-23,Standard,599,South,Organic,Churned,1,2024-10-23,Poor support experience
CUST00375,2023-01-12,Basic,299,South,Social Media,Churned,10,2023-11-08,Not using enough
CUST00376,2024-10-15,Standard,599,South,Social Media,Churned,2,2024-12-14,Price too high
CUST00377,2023-05-04,Premium,999,North,Paid Ads,Churned,14,2024-06-27,Poor support experience
CUST00378,2023-09-11,Basic,299,North,Paid Ads,Churned,1,2023-10-11,Poor support experience
CUST00379,2023-03-01,Premium,999,South,Organic,Churned,7,2023-09-27,Not using enough
CUST00380,2024-06-20,Premium,999,North,Organic,Active,6,,
CUST00381,2023-09-26,Standard,599,North,Referral,Active,15,,
CUST00382,2023-09-13,Basic,299,West,Paid Ads,Churned,13,2024-10-07,Price too high
CUST00383,2023-07-21,Standard,599,East,Organic,Active,17,,
CUST00384,2023-04-18,Basic,299,East,Paid Ads,Churned,1,2023-05-18,Poor support experience
CUST00385,2023-07-14,Premium,999,South,Referral,Active,17,,
CUST00386,2024-07-20,Basic,299,South,Paid Ads,Churned,5,2024-12-17,Technical issues
CUST00387,2023-05-30,Standard,599,East,Paid Ads,Churned,1,2023-06-29,Not using enough
CUST00388,2024-06-07,Basic,299,East,Organic,Churned,4,2024-10-05,Technical issues
CUST00389,2024-02-25,Basic,299,West,Organic,Active,10,,
CUST00390,2024-05-11,Basic,299,North,Paid Ads,Active,7,,
CUST00391,2024-01-01,Basic,299,South,Paid Ads,Active,12,,
CUST00392,2023-07-06,Basic,299,East,Organic,Churned,5,2023-12-03,Price too high
CUST00393,2023-05-28,Basic,299,South,Paid Ads,Churned,1,2023-06-27,Found alternative
CUST00394,2023-09-08,Basic,299,West,Paid Ads,Churned,10,2024-07-04,Missing features
CUST00395,2024-09-16,Basic,299,North,Paid Ads,Active,3,,
CUST00396,2024-09-26,Standard,599,South,Organic,Active,3,,
CUST00397,2023-08-20,Standard,599,South,Referral,Active,16,,
CUST00398,2023-03-08,Basic,299,North,Referral,Churned,16,2024-06-30,Missing features
CUST00399,2023-02-10,Basic,299,North,Organic,Churned,14,2024-04-05,Missing features
CUST00400,2024-07-09,Standard,599,East,Organic,Active,5,,
CUST00401,2024-05-30,Standard,599,West,Paid Ads,Active,7,,
CUST00402,2023-10-13,Standard,599,South,Organic,Active,14,,
CUST00403,2023-09-27,Basic,299,North,Referral,Active,15,,
CUST00404,2023-08-29,Basic,299,East,Paid Ads,Active,16,,
CUST00405,2024-07-05,Basic,299,North,Paid Ads,Active,5,,
CUST00406,2023-05-23,Basic,299,West,Organic,Active,19,,
CUST00407,2024-11-11,Premium,999,West,Referral,Active,1,,
CUST00408,2024-10-19,Basic,299,South,Organic,Active,2,,
CUST00409,2024-05-05,Premium,999,South,Paid Ads,Churned,6,2024-11-01,Missing features
CUST00410,2023-08-13,Standard,599,North,Social Media,Active,16,,
CUST00411,2023-08-29,Basic,299,West,Organic,Active,16,,
CUST00412,2023-06-28,Basic,299,South,Organic,Churned,18,2024-12-19,Poor support experience
CUST00413,2024-10-09,Basic,299,South,Organic,Active,2,,
CUST00414,2024-08-19,Basic,299,South,Paid Ads,Active,4,,
CUST00415,2023-02-18,Standard,599,East,Paid Ads,Churned,4,2023-06-18,Found alternative
CUST00416,2024-05-11,Standard,599,South,Paid Ads,Active,7,,
CUST00417,2024-07-16,Basic,299,North,Referral,Active,5,,
CUST00418,2023-02-25,Basic,299,East,Organic,Churned,4,2023-06-25,Not using enough
CUST00419,2024-03-16,Standard,599,North,Referral,Active,9,,
CUST00420,2023-05-27,Standard,599,East,Paid Ads,Churned,11,2024-04-21,Missing features
CUST00421,2024-09-19,Premium,999,South,Referral,Active,3,,
CUST00422,2023-01-17,Basic,299,North,Referral,Churned,1,2023-02-16,Price too high
CUST00423,2024-06-29,Basic,299,North,Organic,Churned,1,2024-07-29,Technical issues
CUST00424,2024-07-09,Basic,299,East,Organic,Active,5,,
CUST00425,2024-03-03,Standard,599,North,Organic,Active,10,,
CUST00426,2024-09-13,Basic,299,West,Social Media,Active,3,,
CUST00427,2023-01-17,Premium,999,West,Organic,Active,23,,
CUST00428,2023-12-13,Basic,299,South,Paid Ads,Churned,7,2024-07-10,Not using enough
CUST00429,2023-06-05,Standard,599,North,Social Media,Active,19,,
CUST00430,2023-09-19,Premium,999,North,Organic,Churned,14,2024-11-12,Found alternative
CUST00431,2023-02-10,Basic,299,East,Paid Ads,Churned,4,2023-06-10,Price too high
CUST00432,2024-06-06,Basic,299,South,Paid Ads,Active,6,,
CUST00433,2024-03-28,Standard,599,North,Organic,Active,9,,
CUST00434,2023-09-04,Premium,999,East,Organic,Active,16,,
CUST00435,2023-06-09,Premium,999,North,Organic,Churned,11,2024-05-04,Price too high
CUST00436,2024-01-23,Premium,999,West,Organic,Active,11,,
CUST00437,2024-01-16,Standard,599,North,Social Media,Active,11,,
CUST00438,2024-05-06,Basic,299,South,Organic,Active,7,,
CUST00439,2024-03-06,Premium,999,West,Referral,Churned,5,2024-08-03,Not using enough
CUST00440,2024-05-28,Basic,299,West,Paid Ads,Churned,2,2024-07-27,Found alternative
CUST00441,2024-11-24,Premium,999,West,Referral,Active,1,,
CUST00442,2024-08-17,Premium,999,North,Paid Ads,Active,4,,
CUST00443,2024-10-19,Basic,299,North,Referral,Active,2,,
CUST00444,2023-10-29,Premium,999,West,Social Media,Churned,3,2024-01-27,Found alternative
CUST00445,2024-01-01,Basic,299,South,Referral,Active,12,,
CUST00446,2024-11-19,Premium,999,North,Organic,Active,1,,
CUST00447,2024-09-02,Basic,299,West,Referral,Active,4,,
CUST00448,2024-02-09,Basic,299,West,Paid Ads,Churned,6,2024-08-07,Price too high
CUST00449,2024-11-15,Premium,999,East,Social Media,Active,1,,
CUST00450,2023-12-21,Standard,599,North,Paid Ads,Churned,5,2024-05-19,Price too high
CUST00451,2023-01-05,Basic,299,West,Organic,Churned,3,2023-04-05,Price too high
CUST00452,2024-09-23,Basic,299,North,Organic,Active,3,,
CUST00453,2024-04-22,Basic,299,South,Paid Ads,Active,8,,
CUST00454,2023-05-01,Basic,299,East,Paid Ads,Active,20,,
CUST00455,2024-03-26,Basic,299,West,Paid Ads,Churned,2,2024-05-25,Missing features
CUST00456,2024-06-25,Basic,299,North,Paid Ads,Churned,2,2024-08-24,Not using enough
CUST00457,2024-06-07,Standard,599,West,Organic,Active,6,,
CUST00458,2024-09-16,Premium,999,West,Paid Ads,Active,3,,
CUST00459,2023-01-11,Standard,599,West,Organic,Churned,2,2023-03-12,Technical issues
CUST00460,2023-10-23,Basic,299,East,Paid Ads,Churned,9,2024-07-19,Missing features
CUST00461,2024-11-27,Basic,299,East,Paid Ads,Active,1,,
CUST00462,2023-05-04,Basic,299,North,Organic,Churned,1,2023-06-03,Poor support experience
CUST00463,2023-04-21,Basic,299,North,Organic,Churned,5,2023-09-18,Price too high
CUST00464,2023-12-16,Standard,599,North,Social Media,Churned,5,2024-05-14,Poor support experience
CUST00465,2024-08-04,Basic,299,South,Paid Ads,Churned,2,2024-10-03,Missing features
CUST00466,2023-07-15,Basic,299,West,Social Media,Churned,5,2023-12-12,Poor support experience
CUST00467,2024-10-09,Basic,299,North,Referral,Active,2,,
CUST00468,2023-10-02,Standard,599,East,Organic,Churned,9,2024-06-28,Technical issues
CUST00469,2023-08-15,Basic,299,South,Organic,Churned,6,2024-02-11,Not using enough
CUST00470,2023-02-11,Basic,299,West,Paid Ads,Churned,8,2023-10-09,Price too high
CUST00471,2024-04-17,Standard,599,West,Organic,Active,8,,
CUST00472,2024-04-13,Standard,599,North,Organic,Active,8,,
CUST00473,2024-11-15,Basic,299,East,Paid Ads,Churned,1,2024-12-15,Not using enough
CUST00474,2023-05-16,Basic,299,West,Referral,Active,19,,
CUST00475,2024-04-23,Standard,599,West,Social Media,Churned,2,2024-06-22,Price too high
CUST00476,2024-06-02,Basic,299,South,Referral,Active,7,,
CUST00477,2024-05-04,Standard,599,South,Organic,Active,8,,
CUST00478,2024-10-19,Standard,599,East,Organic,Active,2,,
CUST00479,2024-11-26,Premium,999,South,Organic,Active,1,,
CUST00480,2024-05-01,Standard,599,North,Organic,Churned,3,2024-07-30,Technical issues
CUST00481,2024-04-12,Premium,999,South,Paid Ads,Active,8,,
CUST00482,2024-05-02,Standard,599,West,Organic,Active,8,,
CUST00483,2023-08-10,Basic,299,SOUTH,Paid Ads,Churned,6,2024-02-06,Found alternative
CUST00484,2023-02-09,Standard,599,South,Referral,Active,23,,
CUST00485,2024-01-21,Basic,299,North,Organic,Churned,1,2024-02-20,Found alternative
CUST00486,2024-04-17,Basic,299,East,Organic,Churned,5,2024-09-14,Poor support experience
CUST00487,2023-04-17,Premium,999,West,Paid Ads,Churned,9,2024-01-12,Found alternative
CUST00488,2023-07-03,Premium,999,South,Organic,Churned,7,2024-01-29,Missing features
CUST00489,2024-11-13,Premium,999,West,Paid Ads,Active,1,,
CUST00490,2023-04-19,Premium,999,West,Referral,Active,20,,
CUST00491,2024-06-28,Premium,999,West,Organic,Active,6,,
CUST00492,2023-09-22,Basic,299,East,Organic,Active,15,,
CUST00493,2024-09-01,Basic,299,East,Referral,Active,4,,
CUST00494,2024-11-20,Basic,299,South,Organic,Active,1,,
CUST00495,2024-01-09,Basic,299,South,Referral,Churned,8,2024-09-05,Poor support experience
CUST00496,2024-05-06,Standard,599,East,Referral,Active,7,,
CUST00497,2023-01-25,Standard,599,South,Paid Ads,Churned,22,2024-11-15,Poor support experience
CUST00498,2023-04-15,Basic,299,West,Paid Ads,Churned,19,2024-11-05,Price too high
CUST00499,2024-04-21,Basic,299,West,Organic,Active,8,,
CUST00500,2023-12-17,Basic,299,North,Paid Ads,Churned,3,2024-03-16,Poor support experience
CUST00501,2024-02-05,Premium,999,South,Paid Ads,Active,11,,
CUST00502,2024-01-24,Standard,599,West,Organic,Active,11,,
CUST00503,2023-02-19,Basic,299,West,Organic,Churned,10,2023-12-16,Price too high
CUST00504,2023-01-17,Standard,599,South,Organic,Churned,22,2024-11-07,Price too high
CUST00505,2023-02-22,Standard,599,West,Referral,Churned,21,2024-11-13,Price too high
CUST00506,2024-10-12,Standard,599,West,Referral,Active,2,,
CUST00507,2023-05-10,Standard,599,South,Organic,Churned,15,2024-08-02,Found alternative
CUST00508,2023-06-08,Basic,299,North,Paid Ads,Churned,3,2023-09-06,Missing features
CUST00509,2024-06-09,Premium,999,West,Referral,Active,6,,
CUST00510,2023-10-21,Standard,599,West,Organic,Churned,7,2024-05-18,Found alternative
CUST00511,2024-10-23,Basic,299,West,Social Media,Active,2,,
CUST00512,2023-12-11,Basic,299,South,Organic,Churned,9,2024-09-06,Not using enough
CUST00513,2024-08-01,Standard,599,North,Social Media,Churned,2,2024-09-30,Price too high
CUST00514,2023-10-09,Standard,599,South,Social Media,Churned,12,2024-10-03,Not using enough
CUST00515,2024-01-11,Premium,999,West,Organic,Active,11,,
CUST00516,2023-04-10,Standard,599,West,Social Media,Churned,10,2024-02-04,Not using enough
CUST00517,2023-12-21,Premium,999,South,Paid Ads,Active,12,,
CUST00518,2024-03-25,Basic,299,South,Organic,Churned,1,2024-04-24,Poor support experience
CUST00519,2024-04-10,Premium,999,East,Paid Ads,Active,8,,
CUST00520,2024-07-07,Standard,599,South,Paid Ads,Active,5,,
CUST00521,2024-09-08,Basic,299,South,Organic,Active,3,,
CUST00522,2024-02-20,Premium,999,South,Referral,Active,10,,
CUST00523,2024-03-18,Basic,299,East,Social Media,Churned,9,2024-12-13,Missing features
CUST00524,2023-01-08,Basic,299,North,Organic,Churned,11,2023-12-04,Technical issues
CUST00525,2023-01-28,Basic,299,East,Referral,Churned,10,2023-11-24,Technical issues
CUST00526,2023-04-16,Basic,299,East,Social Media,Churned,12,2024-04-10,Technical issues
CUST00527,2023-12-05,Basic,299,West,Paid Ads,Churned,4,2024-04-03,Poor support experience
CUST00528,2023-11-01,Standard,599,West,Referral,Active,14,,
CUST00529,2023-01-15,Premium,999,North,Social Media,Churned,21,2024-10-06,Price too high
CUST00530,2023-10-23,Basic,299,North,Referral,Churned,1,2023-11-22,Found alternative
CUST00531,2023-03-13,Standard,599,South,Social Media,Active,21,,
CUST00532,2024-07-29,Basic,299,South,Social Media,Active,5,,
CUST00533,2023-08-27,Premium,999,South,Social Media,Active,16,,
CUST00534,2024-03-12,Basic,299,West,Organic,Active,9,,
CUST00535,2023-02-02,Premium,999,South,Paid Ads,Churned,9,2023-10-30,Found alternative
CUST00536,2023-09-02,Standard,599,West,Social Media,Active,16,,
CUST00537,2023-05-07,Standard,599,North,Organic,Churned,2,2023-07-06,Not using enough
CUST00538,2023-02-03,Standard,599,North,Organic,Churned,12,2024-01-29,Poor support experience
CUST00539,2023-07-10,Standard,599,West,Organic,Active,18,,
CUST00540,2024-09-16,Standard,599,North,Paid Ads,Active,3,,
CUST00541,2024-03-05,Standard,599,North,Organic,Active,10,,
CUST00542,2023-10-01,Premium,999,South,Organic,Active,15,,
CUST00543,2023-05-24,Premium,999,South,Paid Ads,Churned,6,2023-11-20,Price too high
CUST00544,2024-11-05,Basic,299,East,Paid Ads,Active,1,,
CUST00545,2023-07-10,Standard,599,West,Organic,Churned,11,2024-06-04,Poor support experience
CUST00546,2023-02-10,Basic,299,North,Referral,Churned,5,2023-07-10,Found alternative
CUST00547,2023-01-27,Basic,299,North,Paid Ads,Churned,4,2023-05-27,Technical issues
CUST00548,2024-01-31,Standard,599,North,Paid Ads,Churned,5,2024-06-29,Found alternative
CUST00549,2023-03-27,Standard,599,East,Organic,Churned,2,2023-05-26,Missing features
CUST00550,2023-03-13,Standard,599,East,Referral,Churned,21,2024-12-02,Poor support experience
CUST00551,2023-05-19,Standard,599,West,Organic,Active,19,,
CUST00552,2023-09-04,Premium,999,West,Organic,Active,16,,
CUST00553,2023-02-10,Basic,299,South,Paid Ads,Churned,16,2024-06-04,Found alternative
CUST00554,2024-02-04,Standard,599,South,Social Media,Churned,9,2024-10-31,Price too high
CUST00555,2023-09-01,Standard,599,West,Referral,Churned,15,2024-11-24,Missing features
CUST00556,2023-02-11,Basic,299,West,Paid Ads,Churned,8,2023-10-09,Found alternative
CUST00557,2024-01-11,Basic,299,East,Social Media,Churned,6,2024-07-09,Not using enough
CUST00558,2024-01-06,Standard,599,West,Organic,Churned,6,2024-07-04,Found alternative
CUST00559,2024-05-14,Basic,299,North,Paid Ads,Churned,5,2024-10-11,Missing features
CUST00560,2023-02-02,Standard,599,East,Organic,Churned,6,2023-08-01,Price too high
CUST00561,2024-02-23,Basic,299,North,Paid Ads,Churned,8,2024-10-20,Price too high
CUST00562,2024-04-23,Premium,999,South,Paid Ads,Active,8,,
CUST00563,2024-10-03,Standard,599,West,Organic,Active,2,,
CUST00564,2023-06-18,Basic,299,South,Paid Ads,Churned,6,2023-12-15,Not using enough
CUST00565,2023-04-24,Standard,599,South,Paid Ads,Churned,19,2024-11-14,Missing features
CUST00566,2023-04-18,Standard,599,West,Organic,Active,20,,
CUST00567,2023-01-09,Basic,299,South,Organic,Churned,2,2023-03-10,Poor support experience
CUST00568,2023-10-23,Standard,599,West,Organic,Active,14,,
CUST00569,2024-03-04,Standard,599,North,Paid Ads,Active,10,,
CUST00570,2024-07-22,Standard,599,North,Referral,Active,5,,
CUST00571,2023-12-14,Premium,999,South,Referral,Active,12,,
CUST00572,2024-01-31,Standard,599,South,Organic,Churned,8,2024-09-27,Price too high
CUST00573,2024-05-10,Basic,299,North,Referral,Active,7,,
CUST00574,2024-01-25,Standard,599,North,Organic,Churned,5,2024-06-23,Missing features
CUST00575,2023-12-24,Standard,599,West,Paid Ads,Active,12,,
CUST00576,2023-01-12,Standard,599,South,Social Media,Active,23,,
CUST00577,2023-01-26,Standard,599,West,Social Media,Churned,4,2023-05-26,Price too high
CUST00578,2024-02-09,Standard,599,South,Organic,Active,10,,
CUST00579,2023-09-06,Standard,599,West,Social Media,Active,16,,
CUST00580,2023-08-17,Standard,599,West,Paid Ads,Churned,12,2024-08-11,Not using enough
CUST00581,2023-04-16,Standard,599,West,Organic,Active,20,,
CUST00582,2023-05-29,Basic,299,North,Referral,Churned,5,2023-10-26,Missing features
CUST00583,2024-03-27,Premium,999,South,Referral,Active,9,,
CUST00584,2024-05-14,Premium,999,North,Organic,Active,7,,
CUST00585,2023-06-20,Basic,299,West,Organic,Churned,8,2024-02-15,Technical issues
CUST00586,2024-06-04,Basic,299,South,Paid Ads,Active,7,,
CUST00587,2023-08-23,Standard,599,South,Referral,Active,16,,
CUST00588,2023-03-04,Basic,299,West,Social Media,Churned,2,2023-05-03,Poor support experience
CUST00589,2023-06-16,Standard,599,South,Referral,Active,18,,
CUST00590,2023-10-30,Premium,999,West,Organic,Churned,12,2024-10-24,Price too high
CUST00591,2023-01-02,Basic,299,South,Social Media,Churned,1,2023-02-01,Missing features
CUST00592,2023-08-20,Basic,299,East,Paid Ads,Churned,13,2024-09-13,Price too high
CUST00593,2023-12-18,Basic,299,South,Organic,Churned,12,2024-12-12,Price too high
CUST00594,2024-06-01,Basic,299,West,Paid Ads,Active,7,,
CUST00595,2023-03-18,Standard,599,North,Organic,Active,21,,
CUST00596,2024-09-04,Basic,299,South,Paid Ads,Active,3,,
CUST00597,2023-04-11,Standard,599,West,Referral,Churned,10,2024-02-05,Poor support experience
CUST00598,2024-02-17,Premium,999,West,Organic,Active,10,,
CUST00599,2023-08-29,Basic,299,South,Social Media,Active,16,,
CUST00600,2023-07-03,Basic,299,North,Organic,Churned,11,2024-05-28,Price too high
CUST00601,2023-10-11,Standard,599,North,Referral,Active,14,,
CUST00602,2024-02-04,Basic,299,North,Paid Ads,Active,11,,
CUST00603,2024-02-10,Basic,299,North,Paid Ads,Churned,3,2024-05-10,Price too high
CUST00604,2023-03-02,Premium,999,West,Paid Ads,Active,22,,
CUST00605,2024-05-25,Standard,599,West,Organic,Active,7,,
CUST00606,2024-04-28,Standard,599,East,Paid Ads,Active,8,,
CUST00607,2024-07-20,Premium,999,South,Paid Ads,Active,5,,
CUST00608,2023-11-11,Basic,299,North,Paid Ads,Active,13,,
CUST00609,2024-03-11,Standard,599,East,Referral,Active,9,,
CUST00610,2024-05-26,Basic,299,West,Referral,Active,7,,
CUST00611,2023-07-24,Basic,299,West,Organic,Churned,11,2024-06-18,Poor support experience
CUST00612,2024-04-20,Basic,299,West,Referral,Active,8,,
CUST00613,2023-01-29,Premium,999,West,Paid Ads,Churned,16,2024-05-23,Missing features
CUST00614,2023-12-02,Standard,599,South,Referral,Churned,12,2024-11-26,Found alternative
CUST00615,2024-11-19,Basic,299,South,Referral,Active,1,,
CUST00616,2024-02-24,Basic,299,East,Paid Ads,Active,10,,
CUST00617,2024-07-17,Standard,599,East,Organic,Churned,4,2024-11-14,Found alternative
CUST00618,2023-02-18,Basic,299,East,Organic,Churned,1,2023-03-20,Found alternative
CUST00619,2023-10-10,Basic,299,South,Referral,Churned,9,2024-07-06,Not using enough
CUST00620,2023-03-08,Premium,999,West,Paid Ads,Active,22,,
CUST00621,2024-10-26,Standard,599,West,Paid Ads,Active,2,,
CUST00622,2024-08-03,Premium,999,South,Paid Ads,Active,5,,
CUST00623,2024-03-14,Basic,299,North,Paid Ads,Churned,2,2024-05-13,Price too high
CUST00624,2023-10-03,Standard,599,South,Organic,Active,15,,
CUST00625,2024-11-19,Premium,999,West,Organic,Active,1,,
CUST00626,2023-07-16,Standard,599,North,Paid Ads,Active,17,,
CUST00627,2024-01-01,Premium,999,South,Organic,Active,12,,
CUST00628,2023-05-25,Standard,599,West,Organic,Churned,8,2024-01-20,Technical issues
CUST00629,2023-09-15,Basic,299,South,Social Media,Churned,5,2024-02-12,Price too high
CUST00630,2023-03-25,Basic,299,West,Paid Ads,Churned,6,2023-09-21,Not using enough
CUST00631,2023-01-04,Premium,999,South,Organic,Churned,20,2024-08-26,Price too high
CUST00632,2024-03-27,Basic,299,East,Organic,Churned,7,2024-10-23,Technical issues
CUST00633,2024-07-25,Premium,999,West,Paid Ads,Churned,3,2024-10-23,Found alternative
CUST00634,2023-05-29,Basic,299,West,Organic,Churned,11,2024-04-23,Not using enough
CUST00635,2024-05-27,Standard,599,South,Referral,Active,7,,
CUST00636,2024-03-22,Standard,599,East,Organic,Churned,4,2024-07-20,Missing features
CUST00637,2023-09-09,Basic,299,North,Organic,Active,15,,
CUST00638,2023-12-21,Basic,299,South,Paid Ads,Churned,3,2024-03-20,Price too high
CUST00639,2023-12-07,Basic,299,North,Organic,Churned,10,2024-10-02,Price too high
CUST00640,2023-05-25,Premium,999,East,Organic,Active,19,,
CUST00641,2023-09-22,Standard,599,North,Paid Ads,Active,15,,
CUST00642,2024-02-06,Basic,299,West,Paid Ads,Active,10,,
CUST00643,2024-05-26,Premium,999,South,Social Media,Active,7,,
CUST00644,2023-04-04,Basic,299,West,Social Media,Active,21,,
CUST00645,2023-01-04,Premium,999,North,Referral,Active,24,,
CUST00646,2024-02-24,Standard,599,South,Organic,Active,10,,
CUST00647,2024-01-17,Basic,299,North,Paid Ads,Churned,1,2024-02-16,Price too high
CUST00648,2024-09-22,Standard,599,West,Referral,Active,3,,
CUST00649,2024-07-05,Basic,299,North,Social Media,Active,5,,
CUST00650,2023-10-02,Basic,299,South,Paid Ads,Churned,5,2024-02-29,Price too high
CUST00651,2024-05-23,Basic,299,South,Organic,Active,7,,
CUST00652,2023-06-27,Standard,599,West,Organic,Active,18,,
CUST00653,2023-03-29,Basic,299,South,Social Media,Churned,2,2023-05-28,Price too high
CUST00654,2023-08-31,Premium,999,South,Paid Ads,Active,16,,
CUST00655,2024-04-17,Basic,299,West,Organic,Active,8,,
CUST00656,2023-06-08,Basic,299,North,Referral,Churned,6,2023-12-05,Price too high
CUST00657,2023-04-29,Basic,299,North,Social Media,Churned,1,2023-05-29,Found alternative
CUST00658,2024-11-10,Standard,599,East,Organic,Active,1,,
CUST00659,2024-08-17,Premium,999,West,Paid Ads,Active,4,,
CUST00660,2023-08-01,Premium,999,West,Paid Ads,Churned,8,2024-03-28,Found alternative
CUST00661,2024-01-12,Standard,599,North,Referral,Churned,6,2024-07-10,Not using enough
CUST00662,2024-09-12,Premium,999,South,Paid Ads,Active,3,,
CUST00663,2023-12-17,Premium,999,West,Paid Ads,Active,12,,
CUST00664,2023-12-27,Basic,299,North,Referral,Churned,4,2024-04-25,Missing features
CUST00665,2023-09-14,Basic,299,West,Organic,Churned,10,2024-07-10,Price too high
CUST00666,2023-01-02,Premium,999,West,Paid Ads,Churned,3,2023-04-02,Price too high
CUST00667,2024-01-27,Premium,999,East,Organic,Churned,4,2024-05-26,Not using enough
CUST00668,2024-03-13,Basic,299,East,Social Media,Active,9,,
CUST00669,2023-11-06,Basic,299,South,Referral,Churned,8,2024-07-03,Missing features
CUST00670,2024-04-21,Basic,299,South,Referral,Active,8,,
CUST00671,2024-08-01,Standard,599,South,Organic,Active,5,,
CUST00672,2023-06-15,Premium,999,North,Social Media,Active,18,,
CUST00673,2023-04-17,Basic,299,South,Social Media,Churned,12,2024-04-11,Not using enough
CUST00674,2023-07-20,Premium,999,East,Organic,Active,17,,
CUST00675,2023-09-23,Basic,299,West,Social Media,Churned,1,2023-10-23,Price too high
CUST00676,2024-11-19,Standard,599,West,Paid Ads,Active,1,,
CUST00677,2024-07-13,Basic,299,South,Social Media,Churned,5,2024-12-10,Missing features
CUST00678,2023-10-03,Basic,299,East,Organic,Active,15,,
CUST00679,2024-08-19,Standard,599,South,Organic,Active,4,,
CUST00680,2023-01-27,Standard,599,South,Organic,Churned,9,2023-10-24,Found alternative
CUST00681,2024-03-24,Basic,299,South,Organic,Active,9,,
CUST00682,2023-11-21,Standard,599,North,Referral,Active,13,,
CUST00683,2024-07-20,Basic,299,North,Social Media,Active,5,,
CUST00684,2024-09-17,Standard,599,South,Paid Ads,Churned,2,2024-11-16,Found alternative
CUST00685,2023-05-12,Basic,299,West,Referral,Churned,2,2023-07-11,Missing features
CUST00686,2023-09-04,Standard,599,North,Referral,Active,16,,
CUST00687,2023-10-30,Premium,999,East,Organic,Active,14,,
CUST00688,2024-06-28,Basic,299,West,Referral,Active,6,,
CUST00689,2023-11-05,Premium,999,North,Paid Ads,Churned,3,2024-02-03,Missing features
CUST00690,2023-05-21,Basic,299,North,Paid Ads,Churned,4,2023-09-18,Poor support experience
CUST00691,2024-08-13,Standard,599,East,Organic,Churned,2,2024-10-12,Not using enough
CUST00692,2023-07-22,Basic,299,North,Paid Ads,Churned,4,2023-11-19,Poor support experience
CUST00693,2023-03-25,Standard,599,West,Social Media,Churned,20,2024-11-14,Found alternative
CUST00694,2023-07-24,Basic,299,North,Paid Ads,Churned,2,2023-09-22,Price too high
CUST00695,2024-04-24,Basic,299,West,Organic,Churned,6,2024-10-21,Poor support experience
CUST00696,2023-04-16,Basic,299,East,Organic,Churned,7,2023-11-12,Poor support experience
CUST00697,2024-05-19,Basic,299,South,Organic,Churned,3,2024-08-17,Missing features
CUST00698,2023-04-28,Standard,599,East,Referral,Churned,8,2023-12-24,Not using enough
CUST00699,2023-09-18,Standard,599,East,Paid Ads,Churned,3,2023-12-17,Not using enough
CUST00700,2023-07-13,Standard,599,South,Paid Ads,Churned,7,2024-02-08,Price too high
CUST00701,2023-09-10,Standard,599,North,Organic,Churned,5,2024-02-07,Found alternative
CUST00702,2023-01-13,Premium,999,West,Paid Ads,Churned,5,2023-06-12,Price too high
CUST00703,2023-09-19,Standard,599,North,Organic,Churned,4,2024-01-17,Poor support experience
CUST00704,2023-01-06,Standard,599,West,Social Media,Churned,9,2023-10-03,Not using enough
CUST00705,2023-06-12,Standard,599,North,Organic,Active,18,,
CUST00706,2024-10-24,Basic,299,East,Paid Ads,Active,2,,
CUST00707,2024-11-30,Standard,599,North,Referral,Active,1,,
CUST00708,2023-08-07,Basic,299,South,Paid Ads,Churned,5,2024-01-04,Not using enough
CUST00709,2023-04-12,Standard,599,East,Paid Ads,Active,20,,
CUST00710,2023-01-08,Basic,299,North,Paid Ads,Churned,9,2023-10-05,Not using enough
CUST00711,2023-11-29,Standard,599,North,Paid Ads,Churned,11,2024-10-24,Price too high
CUST00712,2024-08-04,Standard,599,West,Social Media,Active,4,,
CUST00713,2023-01-29,Premium,999,South,Organic,Churned,19,2024-08-21,Not using enough
CUST00714,2024-03-14,Basic,299,South,Organic,Active,9,,
CUST00715,2024-04-06,Basic,299,East,Organic,Active,8,,
CUST00716,2024-03-18,Premium,999,North,Referral,Active,9,,
CUST00717,2023-11-01,Standard,599,North,Social Media,Active,14,,
CUST00718,2023-12-05,Premium,999,East,Organic,Active,13,,
CUST00719,2023-07-30,Standard,599,West,Referral,Active,17,,
CUST00720,2024-06-29,Basic,299,North,Social Media,Active,6,,
CUST00721,2023-06-18,Premium,999,South,Social Media,Active,18,,
CUST00722,2024-01-26,Premium,999,East,Paid Ads,Active,11,,
CUST00723,2024-10-20,Basic,299,North,Organic,Active,2,,
CUST00724,2023-12-28,Premium,999,West,Referral,Active,12,,
CUST00725,2023-10-12,Basic,299,South,Social Media,Churned,12,2024-10-06,Not using enough
CUST00726,2023-05-11,Standard,599,West,Referral,Churned,8,2024-01-06,Found alternative
